first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
Karol ,Zakrzewski,CZ/367955/2012,2012/08/17,"3 719,5400000000004",CZYSTOå∆,MA
Cezary,michalak,MA/854185/2011,,3484.8,MARKETING,nie ma
,Wieczorek ,LO/896643/2010,2010-01-10,3795.6600000000008,LOGISTYKA  ,Prawda
Bernard,JasiÒski,MA/624522/2015,2015-05-14,3457.6000000000004,MARKETING,FA£SZ
Stanis≥aw,Marciniak,SP/614452/2015 ,2015/02/03,"3 600,0 ",SPRZEDAØ,false
Micha≥,CHMIELEWSKI,CZ/479985/2015,2015-08-22,3474.02,,ma
Mieczys≥awa,SzymaÒska,KA/145090/2013,2013-06-13,"4 535,92",KADRY,NIE
Cezary,Mazurek,LO/924243/2018,2018-07-07,3071.6550000000007 ,LOGISTYKA,nie
Alfred ,G≥owacki,KS/723744/2016,2016-01-19 ,6991.6,KSI GOWOå∆,ma
Roman,D•BROWSKI,LO/263822/2013,2013-06-13T00:00:00,4168.395 ,LOGISTYKA,ma
Rozalia,SzymaÒska,CZ/457793/2017,2017-09-10,2375.01 ,CZYSTOå∆,TAK
Wac≥aw,Laskowski,KS/190806/2017 ,2017-06-02,5423.0,KSI GOWOå∆,1
,Wiúniewski,LO/815595/2009,2009-11-21,"4 401,27",LOGISTYKA,nie ma
Bronis≥awa,wrÛblewska,SP/297101/2013,2013-08-02,3891.0,SPRZEDAØ,nie ma
ANDRZEJ,Zakrzewski,KA/338277/2011,2011-05-25 ,4025.35,KADRY,Nie
,SzymaÒski,KS/959442/2012,2012-10-06,5264.0,KSI GOWOå∆,False
Tadeusz,Nowicki  ,KA/318107/2017,2017-01-03,4253.293000000001,KADRY ,ma
Marta,Dudek   ,IT/564928/2011,2011-05-25,5813.500000000001,IT,true
Wiktoria,Szewczyk,SP/658910/2018,2018-07-07,3405.1499999999996,SPRZEDAØ,Fa≥sz
piotr,Adamski,SP/715408/2013,2013/03/05,3908.8500000000004,SPRZEDAØ,true
Henryka,Pawlak,LO/889089/2018,2018/07/07,"4 032,4500000000003",,FA£SZ
rafa≥,nowicki,SP/295554/2014,2014-04-09,4129.35 ,SPRZEDAØ,Nie
Ludwik,URBA—SKI,KA/405636/2015,2015-08-22,5101.05,KADRY,nie ma  
PIOTR,MICHALAK,LO/549934/2010,2010-11-06,3507.5700000000006 ,LOGISTYKA,tak
micha≥,Laskowski,KA/328353/2014  ,2014/12/15 ,3812.3800000000006,KADRY,ma
Janina  ,Krawczyk,MA/330101/2013,2013-01-14,"5 196,048000000001",MARKETING,MA
Mieczys≥aw,Krajewski,MA/319418/2009  ,2009-10-02,"6 087,840000000001",MARKETING,Tak
MIROS£AW,Ostrowski,OC/853449/2014,2014/12/15 ,3246.65,OCHRONA,Fa≥sz
Bernadeta,Grabowska,KA/327485/2010,2010/01/10,4864.024 ,,TAK
Maciej,SIKORA,CZ/229977/2012,2012-01-30,2833.0 ,CZYSTOå∆,Fa≥sz
Jan,Nowak,MA/442471/2015,2015-10-11,5755.200000000001,MARKETING,1
Franciszek,LIS,MA/741143/2012,2012-11-25,4380.4800000000005,MARKETING,NIE
Czes≥awa ,kamiÒska,KA/801603/2010  ,2010-01-10T00:00:00 ,3510.9049999999997,KADRY,NIE
Alina,Dπbrowska,MA/871974/2009 ,2009-10-02,4715.2,MARKETING,nie
Jerzy,Sikorski,LO/914939/2018,2018-10-15,4863.226500000002,LOGISTYKA,1
karolina,Jab≥oÒska,IT/127033/2017,2017/01/03,5777.5,IT,false
Ma≥gorzata,zieliÒska,KS/356339/2014,2014-04-09,"6 944,74",KSI GOWOå∆,PRAWDA
Czes≥awa  ,Jankowska,CZ/364095/2016,2016-11-14,2105.0,CZYSTOå∆,nie 
Zygmunt,MAKOWSKI,SP/648403/2016,2016/08/06,"5 068,049999999999",SPRZEDAØ,FA£SZ
wiktor,Kaümierczak,LO/856916/2012,2012-01-30,3858.3,LOGISTYKA  ,nie
Artur,Jankowski  ,SP/772562/2009 ,2009-10-02,3897.0,SPRZEDAØ,False
Graøyna,BARAN,CZ/498138/2010,2010/09/17,2934.0,,nie
Robert,Jab≥oÒski,LO/413613/2011,2011-07-14,4783.185  ,LOGISTYKA  ,MA
BERNARD,ZiÛ≥kowski  ,SP/491814/2010,2010-06-09 ,4095.2999999999997,SPRZEDAØ,0 
Wies≥aw,SzczepaÒski,MA/725536/2011,2011-05-25,3845.92,MARKETING,false  
S≥awomir,Kowalski,KS/193566/2014,2014/04/09 ,"6 368,0",KSI GOWOå∆,false
alina,Witkowska,MA/741974/2012,2012-11-25T00:00:00,3906.8800000000006,MARKETING,False
Jolanta,Olszewska,SP/642485/2015,2015/02/03,3996.3,SPRZEDAØ  ,True
Czes≥aw,W≥odarczyk ,MA/371550/2018,2018-10-15 ,4607.68,MARKETING,MA
Janusz ,chmielewski ,CZ/450694/2010,2010-01-10,2533.4100000000003,CZYSTOå∆,PRAWDA 
ALFREDA ,rutkowska,OC/685405/2011,2011-12-11T00:00:00,3096.5000000000005,OCHRONA,NIE
Mariola,JasiÒska,KS/605470/2012,2012-11-25,4793.8,KSI GOWOå∆,Tak
jan,Woüniak ,KA/511434/2009,2009-10-02T00:00:00,3538.65,KADRY,FA£SZ
Piotr,Duda,LO/507948/2010,2010-11-06,4143.150000000001,LOGISTYKA,False
S≥awomir,Czarnecki,SP/418680/2013,2013-04-24,5251.29,SPRZEDAØ,tak
Ma≥gorzata,Dudek,SP/359619/2010,2010-04-20 ,4328.700000000001,SPRZEDAØ,nie ma
JULIAN,Krajewski,KS/203415/2014,2014-05-29,"4 987,400000000001 ",KSI GOWOå∆,Prawda
Marian,Tomaszewski,SP/484887/2018,,5520.900000000001,SPRZEDAØ,MA
OLGA,,LO/910670/2014,2014-07-18,3542.319000000001,LOGISTYKA,PRAWDA  
Ireneusz,  ,CZ/420361/2015 ,,2483.2,CZYSTOå∆,0
Wanda,Szewczyk,CZ/705526/2018,2018-10-15,2845.6,CZYSTOå∆,Nie
Stefan,Jakubowski,KA/200160/2018,2018-07-07,"4 493,45",KADRY,nie ma
Andrzej ,Maciejewski,SP/463910/2016,2016-06-17,4812.0  ,,nie ma
stanis≥aw,Koz≥owski,CZ/252793/2009  ,2009/10/02,3084.0,CZYSTOå∆,nie ma
JACEK,Dudek,KS/434791/2011,2011-05-25,5070.0,KSI GOWOå∆,NIE
Maria,MICHALSKA,KS/117477/2013,2013-06-13,5555.22,KSI GOWOå∆,ma
Zdzis≥aw,Dudek ,MA/174469/2014,2014-02-18  ,3994.1440000000007,MARKETING,TAK
Mariola  ,woüniak,KA/281005/2010,2010-11-06T00:00:00,"3 658,0",KADRY,Fa≥sz
Dariusz,Sikora,KA/129805/2013,2013-03-05,5862.642500000001,KADRY,TAK
Stefania,Majewska,CZ/182043/2010,2010-06-09  ,"3 307,4",CZYSTOå∆,nie
Agnieszka ,Tomaszewska,CZ/169108/2018,2018-07-07,3540.9,CZYSTOå∆,TAK
Romuald,wilk,SP/308722/2015,2015/11/30,4282.049999999999,SPRZEDAØ,Nie
Ryszard,Jakubowski,LO/913807/2010,2010-09-17 ,"5 145,525000000001",LOGISTYKA,TAK
Aneta,Witkowska,SP/405725/2010   ,2010-03-01,4137.54,SPRZEDAØ,1
Zygmunt ,Jankowski,CZ/165934/2011,2011-12-11,"2 725,7",CZYSTOå∆,NIE MA
Alfred,Lewandowski,KA/832615/2011,2011-10-22T00:00:00,5727.2655,KADRY ,True
Jaros≥aw,Lis,KS/560899/2015,2015-03-25,5728.0,KSI GOWOå∆,0
Edyta,SzymaÒska,MA/960751/2012,2012-08-17,5132.16,MARKETING,NIE MA
Kazimierz,Ostrowski,MA/175525/2011,2011-05-25,"4 355,5199999999995",MARKETING,Fa≥sz
Leon,G≥owacki,LO/246498/2012  ,2012-10-06T00:00:00,4677.75,LOGISTYKA ,Nie
Alojzy ,Wysocki,MA/976642/2017,2017-07-22,4152.4800000000005,MARKETING,Nie
jolanta,,MA/223809/2018,2018/08/26,4449.6,MARKETING,nie ma
Maciej,Wieczorek    ,SP/980551/2015,2015-03-25,3561.0,SPRZEDAØ ,Fa≥sz
Mieczys≥aw,Ko≥odziej,SP/135745/2011,2011-04-05T00:00:00  ,3746.8500000000004,SPRZEDAØ,nie
Marcin,Krawczyk,KA/121535/2017,2017-06-02T00:00:00,3380.55,KADRY,NIE MA
Romuald,Wysocki,SP/914928/2010,2010-03-01,3510.1499999999996,SPRZEDAØ,Nie
Beata,WIåNIEWSKA,KS/869552/2012,2012-03-20T00:00:00,"5 709,000000000001",KSI GOWOå∆,Prawda
Adam,Sobczak,MA/215898/2017,2017-01-03,5158.56, ,MA
Mieczys≥awa,Michalska,KA/818919/2018,2018-03-29,"3 699,695",KADRY,False
Cezary,Jab≥oÒski,KA/608990/2009,2009-08-13,"4 555,45 ",KADRY,Fa≥sz
Grzegorz,Kowalski,MA/693317/2017, ,"3 532,16",MARKETING,nie ma
Jan,Zajπc,LO/964472/2016,2016/01/19,"3 613,5990000000006",LOGISTYKA,PRAWDA
eugeniusz,Maciejewski ,KA/949184/2015,2015/08/22,4441.525000000001,KADRY,1
W≥adys≥awa,Jankowska,KS/109667/2010,2010/11/06,5222.0,KSI GOWOå∆,nie
bernadeta,Baran,CZ/988397/2011 ,2011-05-25T00:00:00,2891.7,CZYSTOå∆,NIE MA
Edmund,wojciechowski,LO/813863/2012,2012-03-20,4825.210500000001,LOGISTYKA,Prawda
Lech,Kaümierczak,KS/596936/2010,2010-01-10,6185.6,KSI GOWOå∆,NIE MA
Wiktoria,Nowak,KA/297414/2013,2013-06-13,"3 343,35",KADRY  ,false
bogus≥aw,Nowicki,LO/801030/2018,2018-02-07,4111.02,LOGISTYKA,NIE
Leszek,chmielewski,SP/768698/2018,2018-03-29,5529.315,SPRZEDAØ,Tak
Wac≥aw,UrbaÒski,SP/838201/2012,2012-05-09,3682.5 ,SPRZEDAØ,Nie 
ROBERT,WILK,SP/251292/2016,2016/03/09,4434.045000000001,SPRZEDAØ,True
wojciech,kucharski,KA/651648/2012,2012-05-09T00:00:00,"5 544,660000000001",KADRY,
Justyna,GÛrska,SP/271625/2014,2014-09-06,3465.165,SPRZEDAØ  ,true
Adam,KO£ODZIEJ,IT/931258/2011,2011-10-22,6847.5,IT,NIE MA
Piotr ,ZieliÒski,CZ/786410/2014,2014-07-18,2316.2,CZYSTOå∆  ,nie ma
Andrzej,Lewandowski,LO/749026/2012,2012/10/06,4642.650000000001 ,LOGISTYKA,FA£SZ
Wac≥awa,Zajπc,MA/249281/2011,2011/07/14,4840.0,MARKETING,Nie
Cecylia,Witkowska,SP/960626/2013,,4086.2250000000004,SPRZEDAØ,PRAWDA
Miros≥aw,Pawlak,OC/307650/2014,2014-10-26,3878.0500000000006,OCHRONA,Prawda
Aleksandra,Pawlak,MA/841417/2013,2013-09-21T00:00:00,"3 369,6000000000004",MARKETING,Nie  
Helena,Lewandowska,MA/551845/2017,,"5 132,512000000001",MARKETING,ma
Alojzy,Borkowski,CZ/658163/2017,2017/09/10 ,3373.8,CZYSTOå∆,nie ma
Bogus≥aw,UrbaÒski,CZ/586916/2017,2017-04-13 ,3358.0,CZYSTOå∆,false
Ma≥gorzata,NOWICKA,KA/598554/2017,2017/01/03,3642.5,KADRY,NIE MA
ROBERT,Laskowski,SP/514516/2010,2010-09-17 ,5709.165,SPRZEDAØ,PRAWDA
bogus≥aw ,WR”BLEWSKI,MA/764506/2012,2012/08/17 ,5433.120000000001,MARKETING,MA
Romuald  ,Zakrzewski,LO/909068/2016,2016/01/19,4303.8,LOGISTYKA ,nie
Zdzis≥aw,Jaworski,LO/770821/2011,2011/05/25,4971.334500000001,LOGISTYKA,PRAWDA
alfred,UrbaÒski,LO/150379/2011,2011-09-02,4087.462500000001,LOGISTYKA,True
Urszula ,Piotrowska,LO/356171/2010,2010/09/17  ,3753.675,LOGISTYKA,nie
Henryk,Piotrowski,KS/822715/2017,2017-04-13,5338.0,KSI GOWOå∆,FA£SZ
Wioletta,MICHALAK,MA/384033/2012,2012/06/28,4486.240000000001 ,MARKETING  ,Prawda
Krystyna,WrÛblewska,SP/361695/2017,2017-02-22T00:00:00,4395.0,SPRZEDAØ,nie
Wojciech ,Kucharski,KS/693269/2017,2017-12-19,5546.200000000001,KSI GOWOå∆,MA
wac≥awa,wrÛblewska,KS/804700/2014,2014-07-18T00:00:00,6462.4,KSI GOWOå∆,FA£SZ
Michalina,KamiÒska,SP/967698/2017  ,2017-09-10,5016.6,SPRZEDAØ,Fa≥sz
Bogdan,G”RSKI,MA/375481/2018,2018/07/07,4057.6000000000004,MARKETING,False
W≥odzimierz,Rutkowski,CZ/279367/2015,2015-08-22T00:00:00,3273.3 ,CZYSTOå∆,nie ma
Aleksandra,Paw≥owska,SP/733925/2012,2012-01-30,4524.0,SPRZEDAØ,FA£SZ
Halina,Ostrowska  ,SP/813220/2011,2011-04-05,3973.2000000000003 ,SPRZEDAØ,nie 
Aniela,Woüniak,MA/850528/2018 ,2018-05-18T00:00:00,4142.080000000001,MARKETING,nie ma
Waldemar,Szewczyk,CZ/899804/2017,2017-01-03,"2 522,0",CZYSTOå∆,
Wiktor,UrbaÒski ,CZ/212550/2015,2015/07/03,"2 318,2",CZYSTOå∆,Nie
Jan,SzczepaÒski,CZ/313828/2010,2010-04-20,2513.0,CZYSTOå∆,NIE
Franciszek,Wasilewski,LO/561250/2016,2016/09/25,3889.3500000000004,LOGISTYKA,FA£SZ
Rozalia,WrÛbel,KS/269811/2016,2016/08/06,"5 940,000000000001",KSI GOWOå∆,ma
Julian,Jankowski ,IT/738317/2014,2014-09-06,8315.5,IT,NIE
Wac≥aw,Ko≥odziej,CZ/745239/2010,2010/03/01  ,3044.1,CZYSTOå∆  ,NIE 
Wies≥aw,Czarnecki ,KA/241035/2017,2017-06-02,3622.8150000000005,KADRY,0
Grzegorz,SAWICKI,LO/862488/2018,2018-02-07 ,3313.845,LOGISTYKA,nie 
Gertruda,SzymaÒska,KS/487596/2013,2013-03-05,4901.6,KSI GOWOå∆,Tak 
Iwona,Jaworska,SP/231401/2012  ,2012-10-06,4420.35,SPRZEDAØ,True
Wac≥awa,KrÛl,KS/879433/2017,2017-02-22,"5 942,42",KSI GOWOå∆,True
gertruda,Nowicka,MA/769887/2012,2012-10-06,4853.376,MARKETING,PRAWDA
W≥adys≥awa,Witkowska ,LO/282656/2013    ,2013/09/21,3861.000000000001,LOGISTYKA,Tak
Grzegorz,Dπbrowski,SP/916653/2018,2018-02-07,5152.5,SPRZEDAØ,False
Aleksandra,Nowakowska,SP/918054/2012,2012/10/06,5671.05,SPRZEDAØ,Prawda
£ucja,piotrowska,LO/512840/2010,2010-06-09,3768.9300000000003,LOGISTYKA,PRAWDA
RÛøa,Adamczyk,MA/369742/2017,2017-06-02,5267.200000000001,MARKETING,FA£SZ
Wiktor,Zajπc,KS/600364/2015,2015-03-25,5192.0,KSI GOWOå∆,ma
Zdzis≥awa,Walczak,MA/989263/2013,,"4 436,432",MARKETING,ma
MARIA,Michalska,CZ/334242/2014,2014-10-26,3363.0,CZYSTOå∆,nie ma
Alfreda,Paw≥owska,KA/172833/2012,2012-11-25,"4 153,38",,PRAWDA   
Justyna,StÍpieÒ,KS/811740/2016,2016-04-28,5559.84,KSI GOWOå∆,MA
Wies≥aw,Sadowski,SP/883641/2014,2014-05-29 ,3495.75 ,SPRZEDAØ,0
Eugenia,Krawczyk,OC/208523/2018,2018-08-26,2449.7000000000003,OCHRONA,
Miros≥aw,Nowicki,CZ/340780/2010,2010-04-20,"2 558,1",CZYSTOå∆,false
zdzis≥aw,Krupa ,LO/355038/2016,2016-04-28T00:00:00 ,3868.8300000000004,LOGISTYKA,Nie
Wac≥awa,Lewandowska,MA/579313/2017,2017-01-03T00:00:00  ,4708.0,MARKETING,nie
Iwona,Lewandowska,MA/726324/2018,2018-10-15,5232.4800000000005,MARKETING,MA
jolanta,Michalak,MA/332463/2016,,5178.624000000001,MARKETING,ma
JÛzef,WrÛblewski,KS/748041/2013,2013-04-24,4292.0,KSI GOWOå∆,nie ma
lucjan,pawlak,SP/432128/2009,2009-08-13,"5 491,6950000000015",SPRZEDAØ,PRAWDA
Alfreda,JasiÒska  ,SP/311827/2014,2014-09-06,5238.0,SPRZEDAØ,NIE MA
Kazimiera,Malinowska,SP/598641/2017,2017-01-03,5717.250000000001,SPRZEDAØ,tak
Zdzis≥aw,Kowalski,SP/750505/2017,2017-04-13,4654.5,SPRZEDAØ,0
Honorata,szewczyk,SP/204659/2014,2014-02-18,5028.299999999999,SPRZEDAØ,NIE MA
Zbigniew,Nowak,MA/641696/2015,2015-03-25,3446.56,MARKETING,0
,Kaümierczak,KS/973095/2013,2013-01-14,7616.400000000001,KSI GOWOå∆,MA
ZDZIS£AWA,WÛjcik,MA/766626/2011,2011-07-14,3627.36,MARKETING,NIE  
beata,SzymaÒska,MA/914198/2010,2010/03/01,3584.3199999999997,MARKETING,FA£SZ 
Eløbieta,KamiÒska,LO/555616/2017 ,2017-12-19,4283.55,LOGISTYKA,NIE
Adela,KR”L ,MA/433622/2015,2015-02-03,4132.8,MARKETING,nie
Boøena,Nowak,KA/926462/2012,2012-01-30T00:00:00,4559.48,KADRY,Fa≥sz
Wiktor,Ko≥odziej,SP/399093/2016,2016-04-28,4043.1600000000008,SPRZEDAØ,Prawda
ZDZIS£AW,pawlak,KS/224832/2011,2011-07-14T00:00:00,4963.200000000001,KSI GOWOå∆,ma
Lucjan,Kwiatkowski,SP/979755/2015,2015-03-25  ,3263.5499999999997,SPRZEDAØ   ,nie ma
Bernard,JasiÒski,MA/773711/2014,2014-04-09,3664.0,MARKETING,False  
,SzczepaÒski,OC/870573/2015,2015-03-25,2842.4 ,OCHRONA,nie ma
Adam,Dπbrowski,KS/348965/2011,2011-12-11,"4 349,2",KSI GOWOå∆,False
Ludwika,Kwiatkowska,CZ/388453/2013,2013-04-24,3143.0,CZYSTOå∆,0 
Janusz,Wysocki,CZ/702180/2017,2017-04-13T00:00:00,3219.2,CZYSTOå∆,False
Ryszard,Chmielewski,KS/689507/2014 ,2014-09-06,5894.0,KSI GOWOå∆,0
Zofia,Rutkowska,CZ/586812/2018,2018-07-07,3355.0000000000005,CZYSTOå∆,PRAWDA
Romuald ,Michalski,CZ/134607/2015,2015-07-03,3512.3,CZYSTOå∆,ma
Artur ,WrÛbel,SP/630315/2016 ,2016-01-19  ,5119.5,SPRZEDAØ,Fa≥sz
magdalena ,WrÛbel,ZA/375664/2011,2011-05-25,"58 729,99999999999",ZARZ•D,NIE
Jaros≥aw ,Kaümierczak,KS/423023/2009,2009-10-02 ,4985.64 ,KSI GOWOå∆,True
Bernard,WOèNIAK,MA/159866/2012,2012-06-28,4575.68,MARKETING,Nie
Tadeusz,Dudek,LO/317119/2017, ,3407.4,LOGISTYKA,nie
Wac≥awa,Wieczorek,KA/434620/2014,2014-05-29,4257.85 ,KADRY,Fa≥sz  
Danuta,dπbrowska,SP/122571/2014,2014-10-26,3207.8999999999996 ,SPRZEDAØ  ,0
Marzena,Ostrowska,SP/991968/2012,2012-01-30,4307.325000000001,SPRZEDAØ,True
irena ,KOWALSKA,CZ/311270/2013,2013-11-10,2478.5,CZYSTOå∆,nie ma  
S≥awomir,Kucharski,SP/258514/2010,2010-11-06,"3 930,2999999999997",SPRZEDAØ,False
Honorata,Dπbrowska ,LO/485019/2017,2017-07-22,"2 966,625",LOGISTYKA,nie
feliks,majewski,MA/323120/2016,2016-06-17,5276.8,MARKETING,NIE 
aldona,WÛjcik ,CZ/513686/2016,2016-04-28T00:00:00,2959.0,CZYSTOå∆,FA£SZ
Halina,Olszewska,SP/634140/2010,2010-04-20,5565.450000000001,SPRZEDAØ,tak
franciszek  ,Laskowski ,KS/926701/2018,2018-02-07,5360.0 ,KSI GOWOå∆,NIE
Ludwik,UrbaÒski,MA/205359/2018,2018-02-07T00:00:00,4456.320000000001,MARKETING,1
Czes≥aw,Malinowski,KS/125873/2010,2010-03-01T00:00:00,5719.34,KSI GOWOå∆,TAK
Halina,Szewczyk,KA/959161/2018,2018-03-29,"3 513,85",KADRY,nie
MARCIN,woüniak,CZ/143168/2016,2016-08-06,2333.4300000000003,CZYSTOå∆,true
Julia,Michalak,SP/422936/2014,2014-05-29,4895.1,SPRZEDAØ ,False
Romuald,Michalak,LO/136363/2016,2016/04/28,3983.8500000000004,,nie ma  
Stanis≥awa,Michalska,KS/757906/2012,2012-06-28T00:00:00,6585.8,KSI GOWOå∆,False
Jan,KrÛl,CZ/744873/2015,2015-02-03,2292.5,CZYSTOå∆,NIE
Teresa,Olszewska,OC/240742/2015,2015-11-30,4214.43,OCHRONA,PRAWDA
Sabina,Krawczyk,MA/871643/2010,2010-09-17,"5 540,32",MARKETING,Fa≥sz
Beata,Olszewska,IT/648516/2016,2016/03/09 ,5830.0,IT,False
Wies≥aw,gajewski,LO/733028/2012,2012-11-25,4676.400000000001,LOGISTYKA,False
Teresa,Ostrowska,KA/999074/2014,2014-07-18,3909.9060000000004,KADRY,Prawda
edward,Wieczorek,MA/140703/2012,2012-08-17 ,5502.112,MARKETING,Tak
Adela,Nowicka,MA/601413/2014,2014-02-18T00:00:00,4573.12,MARKETING,Nie
Alfreda,Dudek,SP/459968/2018,2018-10-15,4176.9,SPRZEDAØ,0
Alojzy,Wieczorek,MA/634062/2017,2017-04-13,4435.68,MARKETING,NIE MA
Julian,Sikora,CZ/731372/2010  ,2010-04-20,2742.0,CZYSTOå∆,0
Regina,Wiúniewska,LO/119068/2017 ,2017-06-02,"3 721,9500000000003",LOGISTYKA,false
Franciszka,WrÛbel,LO/802056/2018,,3497.472,LOGISTYKA,ma
Mariola,Lewandowska,KA/160043/2015,2015-10-11,4083.32,KADRY,Fa≥sz
Sylwester,Olszewski,KA/880863/2013  ,2013/09/21,4656.2,KADRY  ,NIE
grzegorz,Marciniak,KA/457912/2016,2016-11-14,5319.6,KADRY,FA£SZ
Adam,maciejewski,KA/367005/2018,2018/08/26,5045.095 ,KADRY,Tak
Genowefa,Nowicka,CZ/160943/2011,2011-10-22T00:00:00,"3 289,0",CZYSTOå∆,false
Gertruda,GÛrska,KS/125200/2017,2017-12-19,"5 432,0",KSI GOWOå∆,Nie
BOGDAN,Gajewski,KS/730420/2009,2009-10-02T00:00:00,4386.0,KSI GOWOå∆,Fa≥sz
Leszek,Lewandowski,KS/580135/2018,2018-03-29,5290.0,KSI GOWOå∆,nie ma
MA£GORZATA,Malinowska,CZ/878966/2013,2013-01-14,3384.1,CZYSTOå∆,False
Leon,piotrowski,SP/742845/2015,2015-08-22,"4 975,049999999999",SPRZEDAØ,FA£SZ
Krzysztof,Ostrowski,SP/163987/2017,2017-10-30,5098.5,SPRZEDAØ,NIE
Eløbieta,Michalska,IT/760373/2013  ,,5901.775000000001,IT,MA
Joanna,Woüniak,SP/985882/2015,2015-05-14,3754.5,SPRZEDAØ,false
Monika,Rutkowska ,SP/932974/2012,2012/06/28,3526.5,SPRZEDAØ,false
Mieczys≥awa ,rutkowska,LO/968887/2016,2016/03/09,4415.985000000001,LOGISTYKA,NIE MA
Boles≥aw,,MA/942983/2018,2018-07-07,"4 099,2",MARKETING,NIE
Marek,Gajewski,SP/874226/2018,2018-02-07,5234.955,SPRZEDAØ,true
czes≥aw ,Kucharski,MA/961300/2010,2010-09-17T00:00:00,3596.8,MARKETING,nie ma
bernard,Mazur,KS/929811/2010,2010-07-29,5546.200000000001 ,KSI GOWOå∆,TAK
Irena,Dudek ,IT/218580/2015,2015/05/14,"7 001,500000000001",IT,PRAWDA
Bogumi≥a,Koz≥owska,SP/767143/2012,2012-11-25,5483.115,SPRZEDAØ,True
Witold,Duda,MA/165084/2011,2011-02-14,"4 518,400000000001",MARKETING,Nie
Eugeniusz,Dudek,SP/526150/2010,2010-11-06,4211.4,,False
RÛøa,Jab≥oÒska,MA/766655/2017,2017/07/22,4857.4400000000005,MARKETING,Nie
Grzegorz,Chmielewski,SP/953375/2017,2017/04/13,4746.0,SPRZEDAØ ,false
Weronika,WÛjcik,MA/566091/2009,2009-11-21T00:00:00,4642.880000000001,MARKETING,tak  
Renata,Baran  ,ZA/591534/2010,2010-12-26,66800.0,ZARZ•D ,
eugenia,dudek,SP/603322/2010 ,2010-12-26,4841.1,SPRZEDAØ,Prawda
Weronika,Baran,OC/421718/2017,2017-01-03,2761.2200000000007,OCHRONA,MA
ilona,KamiÒska,MA/146665/2018,2018-10-15,3743.5200000000004,MARKETING,True
Alfred,Nowicki,KA/668212/2010,2010-03-01,"3 872,9849999999997",KADRY,Fa≥sz
wies≥aw,Krajewski,LO/352774/2014,2014-12-15  ,"5 101,272000000001",LOGISTYKA,True
Bogus≥awa   ,Wieczorek,CZ/274480/2012,2012-11-25,2477.4,CZYSTOå∆ ,false
Eugenia,KamiÒska,LO/515386/2011,2011-12-11T00:00:00,4937.625,LOGISTYKA,1
Stanis≥awa,Pietrzak,SP/356643/2010,2010/12/26,4077.0,SPRZEDAØ,FA£SZ 
Zygmunt ,Sawicki  ,SP/199312/2014,2014-04-09,4572.6,SPRZEDAØ,Nie
Halina,Pietrzak,KS/891384/2011  ,2011-04-05T00:00:00,"6 492,6",KSI GOWOå∆,0
Artur,WrÛbel,MA/717896/2015,2015/05/14,4807.440000000001  ,MARKETING,Prawda
urszula,Woüniak,SP/419906/2010,2010-09-17,4443.15,SPRZEDAØ,Fa≥sz
boøena,Mazur,LO/537187/2014,2014-10-26,4723.245,,nie
Cecylia,StÍpieÒ ,KS/203262/2017,2017-04-13,6440.4,KSI GOWOå∆,false
Cezary,michalak,SP/142976/2009,2009-06-24,4365.9,SPRZEDAØ,0 
Halina,Dudek,LO/554069/2009,2009-06-24 ,3380.8050000000003,LOGISTYKA,false
Krzysztof,Paw≥owski,KS/552115/2012,2012/11/25,6803.060000000001,KSI GOWOå∆,tak
Urszula,Pietrzak  ,CZ/679017/2009,2009-06-24,3073.8,CZYSTOå∆,NIE
antoni,Wojciechowski ,MA/439321/2018,2018-02-07,"3 391,2000000000003",MARKETING,NIE 
Aneta,Rutkowska ,LO/791924/2017,2017-10-30T00:00:00 ,4437.72,LOGISTYKA,0
aleksander,kamiÒski ,MA/485456/2012,,3840.3200000000006,MARKETING,PRAWDA
Stefan,Krawczyk,MA/835145/2013 ,2013-09-21T00:00:00,3775.9040000000005,MARKETING,MA
Witold,Kowalczyk,KS/203805/2018,2018-02-07,7618.6,KSI GOWOå∆,true
WOJCIECH,Kwiatkowski,MA/792638/2012 ,2012-10-06,4640.0,MARKETING ,NIE
Franciszek,Kowalczyk,MA/560136/2012,2012-10-06 ,"4 133,12  ",MARKETING,Nie
R”ØA,Wieczorek,MA/240988/2014,2014-09-06,5004.8,MARKETING,NIE MA
Iwona,Michalska,CZ/113797/2012,2012-06-28T00:00:00,2471.8,CZYSTOå∆ ,Fa≥sz
Czes≥aw,Marciniak,MA/282370/2010,2010-03-01,5711.376,MARKETING,Prawda
Arkadiusz,Rutkowski,IT/441372/2010,2010-03-01T00:00:00 ,6945.0,IT,0
W≥odzimierz,Koz≥owski,MA/625198/2013,2013-09-21,5476.8,MARKETING,false
W≥adys≥aw,,KS/905908/2012,2012-08-17,5427.400000000001,KSI GOWOå∆,True
W£ADYS£AW,Zakrzewski ,SP/245945/2015   ,2015-02-03T00:00:00,5244.0,SPRZEDAØ,FA£SZ 
W≥adys≥awa,Kowalczyk,KS/463184/2017,2017-10-30T00:00:00,"4 518,0",KSI GOWOå∆,False
JUSTYNA,JANKOWSKA,CZ/909539/2016,2016/04/28,"3 172,0",CZYSTOå∆,nie
Ryszard,Olszewski,MA/371119/2009,2009/11/21,4810.080000000001 ,MARKETING,TAK
