first_name,last_name,id_number,employment_start_date,monthly_salary,department,multisport
waldemar,Olszewski,CZ.502447.2009,2009/06/25,2850.0 ZŁ,CZYSTOŚĆ,False
Lucyna,Ostrowska,CZ_168546_2015,2015/10/12,3354.6 PLN,CZYSTOŚĆ,False
Bernard,Pawłowski,ka/537032/2015,2015-10-12,5440.8255 ZŁ,KADRY,Tak
Ludwika,rutkowska,ks/637509/2013,2013-06-14,5193.4 ZŁ,KSIĘGOWOŚĆ,nie
eleonora,Woźniak,SP/726418/2016,2016-01-20T00:00:00,4413.0 PLN,SPRZEDAŻ,FAŁSZ
Paweł,Wiśniewski,za/145610/2014,2014-04-10T00:00:00,"72 545,0 ZŁ",ZARZĄD,ma
Wacław,Szymański,CZ/280345/2011,2011-05-26,2630.0 ZŁ,CZYSTOŚĆ,NIE
edyta,Grabowska,IT/302417/2011,2011-09-03,8390.0 pln,IT,NIE
Zuzanna,Pietrzak,ma/678684/2017,2017-10-31,4500.8 PLN,MARKETING,Nie
Adela,Nowakowska,OC_579673_2016,2016-01-20,3950.650000000001 pln,OCHRONA,true
CEZARY ,Nowicki,CZ.177054.2014,2014-02-19T00:00:00,2434.1900000000005 złotych,CZYSTOŚĆ,True
,KAMIŃSKA,OC/321897/2011 ,2011-04-06,3228.5000000000005 zł,OCHRONA,NIE MA
Anna ,ZIELIŃSKA,ks/107830/2017,2017-10-31  ,"7 671,400000000001 pln",KSIĘGOWOŚĆ,PRAWDA
Aleksander,Borkowski,SP/785622/2015,2015-08-23,3504.0 pln,SPRZEDAŻ,false
Mariusz ,Jaworski,LO/530878/2014,2014-12-16,4563.0 ZŁ,LOGISTYKA,nie
Iwona,Kozłowska,KS/778575/2010 ,2010-04-21,5490.760000000001 zł,KSIĘGOWOŚĆ,Prawda
Henryk  ,KACZMAREK,ka/150740/2016,2016-01-20,5035.717500000001 PLN   ,KADRY,tak
Franciszka  ,Dudek,KS_516415_2016,2016-11-15T00:00:00,6153.400000000001 ZŁ,KSIĘGOWOŚĆ,1
Włodzimierz,Nowicki,MA.793994.2010,2010/11/07,"3 635,2000000000003 ZŁ",MARKETING,False
Rozalia ,Tomaszewska ,LO/984926/2010 ,2010-11-07,4677.75 ZŁ,LOGISTYKA,NIE MA
Stefania,jasińska,CZ/242266/2009,2009-10-03 ,2252.5 PLN,CZYSTOŚĆ,nie
Hanna,Wróblewska ,LO/784868/2017,2017-07-23 ,4287.6 pln,LOGISTYKA,FAŁSZ
Jadwiga   ,Jabłońska,ZA/819115/2013,2013-01-15,71442.25 pln,ZARZĄD,Prawda
Julia,pietrzak,CZ-188753-2018,2018-08-27 ,3213.0 zł,CZYSTOŚĆ ,NIE
urszula,Wróbel,SP.257880.2012,2012/01/31,3598.5 PLN,SPRZEDAŻ,Nie
Mieczysława,nowakowska,IT/918349/2017 ,2017/02/23,8384.0 PLN,IT ,0
Jadwiga,Wiśniewska,LO_951707_2011,2011/02/15,4734.18 zł,LOGISTYKA,MA
Maria,LEWANDOWSKA,IT/307438/2012,2012/06/29,7527.5 PLN,IT,
Zuzanna,Piotrowska,MA/725578/2011,2011/10/23,4234.56 ZŁ,MARKETING,ma
Julian,Walczak,LO/790662/2017,2017-01-04,4420.845 złotych,LOGISTYKA,MA
Witold,Dudek,SP/568007/2016,2016-11-15T00:00:00,3684.8999999999996 pln,SPRZEDAŻ,Fałsz
,Kołodziej,SP/151298/2016,2016-06-18,3673.5 ZŁ,SPRZEDAŻ,False
Robert,wróbel,KS/572279/2017,2017-02-23,6744.2 zł,KSIĘGOWOŚĆ,NIE MA
Henryk,Górski,SP/430586/2013,2013-01-15,4011.0 ZŁ,SPRZEDAŻ,NIE
Wiesław,Kowalski ,ma/846628/2018,2018/10/16,"4 014,0800000000004 pln",MARKETING   ,False
Maciej,szymański,MA/327410/2018,2018-10-16T00:00:00,4248.4800000000005 złotych,MARKETING,False
Gabriela,Pawłowska,KS.187733.2013,2013-01-15,4956.6 złotych,KSIĘGOWOŚĆ,true 
Rafał,Bąk,SP/267558/2017,2017-07-23,"3 682,5 zł",SPRZEDAŻ,Nie
Anna,DĄBROWSKA,ks/757761/2014,2014/12/16,"4 812,0 ZŁ ",KSIĘGOWOŚĆ,False
Sławomir,,LO/153068/2013,2013/01/15,3433.3200000000006 złotych,LOGISTYKA,True
Grażyna,Lewandowska,KA/385077/2012,2012-11-26T00:00:00,4387.43 zł,KADRY,NIE
,,sp/336660/2015,2015-12-01,4705.635000000001 ZŁ,SPRZEDAŻ,True
adam,,cz/907040/2013,2013-08-03,2607.7 zł,CZYSTOŚĆ,nie ma
michał,Kaczmarek,KA/757978/2017,,4213.055 zł,KADRY,MA
Wojciech,Pietrzak,KS/551096/2017,2017/06/03,4938.0 PLN,KSIĘGOWOŚĆ,false
Zofia,Wróblewska ,sp/654871/2017,2017-10-31T00:00:00  ,"4 922,94 zł",SPRZEDAŻ,   
Joanna,Krawczyk,LO/585449/2010,2010/03/02,3813.4800000000005 zł,LOGISTYKA,true
ZYGMUNT ,Krupa,OC/115335/2009 ,2009/06/25,4049.870000000001 złotych,OCHRONA  ,1
Michalina,Wiśniewska,KS/323118/2018,2018-07-08T00:00:00,5208.0 pln,KSIĘGOWOŚĆ,0
Celina,Nowak,CZ/397569/2018,2018-03-30T00:00:00,2924.57 złotych,CZYSTOŚĆ,True
Alicja,Król,ks/516074/2013,2013-12-31,5014.0 złotych,KSIĘGOWOŚĆ,FAŁSZ
Bogusław,Pietrzak,sp/191886/2013,2013/09/22,4738.8 złotych,SPRZEDAŻ,1 
Aldona,Sikora,KS/673969/2015,2015-07-04 ,"7 453,6 zł",KSIĘGOWOŚĆ,Tak
Leokadia,Krawczyk,KS/643094/2014,2014-12-16,"5 043,4 zł",KSIĘGOWOŚĆ,NIE MA
Mirosława,Grabowska,KA/497148/2017,2017-04-14,4414.400000000001 pln  ,KADRY,False
Hanna,Baran,cz/942474/2011,2011-12-12,2889.6 złotych,CZYSTOŚĆ,FAŁSZ
Katarzyna,Pietrzak,sp/232203/2013,2013-01-15 ,"4 816,5 pln",SPRZEDAŻ,nie
Ryszard,Maciejewski,ks/780755/2011,2011-09-03,4336.4 zł,,False  
Romuald,Włodarczyk,LO.375642.2009,2009-10-03,3494.7990000000004 złotych,LOGISTYKA,1
Stefan,Borkowski ,CZ/393652/2017,2017-10-31T00:00:00,2872.5 pln,,FAŁSZ
renata ,Lewandowska  ,sp/411334/2011,2011-07-15T00:00:00 ,5159.85 PLN,SPRZEDAŻ,Fałsz
EMILIA,Nowak,SP/729963/2012,2012/05/10,5022.0 złotych,SPRZEDAŻ,Nie
Aleksander,Jabłoński,CZ/546767/2013,2013-08-03T00:00:00,3283.5000000000005 PLN,CZYSTOŚĆ,tak
,Bąk,SP/426304/2013 ,2013-04-25,3292.5 ZŁ,SPRZEDAŻ,FAŁSZ
Antoni ,Szewczyk,SP.808532.2011,2011-12-12,5212.5 złotych,SPRZEDAŻ,FAŁSZ
MARIAN,Głowacki,ma/982988/2016,2016-01-20T00:00:00  ,3912.3040000000005 ZŁ,MARKETING,True
Helena,Szewczyk,MA-971150-2010,2010-11-07,4969.6 złotych,MARKETING,
Mieczysław,NOWAK,cz/529040/2011,2011-02-15T00:00:00,2120.1 pln,,0
Gertruda,Pawlak,cz/574801/2012,2012-05-10,2915.55 PLN,CZYSTOŚĆ,1
Franciszka,Wróbel,lo/300084/2014,2014-12-16T00:00:00 ,4283.55 zł,LOGISTYKA,nie
Mirosław,,MA/593195/2010,2010-11-07,4310.080000000001 złotych,MARKETING,FAŁSZ
MARCIN,Pawłowski,SP/574386/2013,2013-08-03,5111.25 PLN ,SPRZEDAŻ ,NIE
Edmund,Kaczmarek,SP.654383.2014,2014/04/10,3316.5 PLN,SPRZEDAŻ,NIE
Aldona,Zielińska,LO/136338/2012,2012/10/07,3216.645 pln,LOGISTYKA,0
Alojzy,JAWORSKI ,ma/908946/2010,2010-03-02,5311.68 pln  ,MARKETING,TAK
Wacław,Krajewski,LO/277968/2011,2011-09-03,"2 902,77 ZŁ",LOGISTYKA,Fałsz  
Władysław,wróblewski,ka/557068/2010,2010-04-21,4299.39 złotych,KADRY,NIE
Anna,Michalska,SP/783360/2018,2018-03-30,4460.94 zł,SPRZEDAŻ,Tak
Helena,Zając ,ma/738950/2015,2015-03-26T00:00:00,3737.6000000000004 ZŁ,MARKETING,nie ma
Stefan,Jankowski,MA/632211/2015 ,2015-02-04,4780.8 zł,MARKETING ,NIE MA
Helena,,ma/114686/2011,2011-10-23,4744.0 ZŁ,MARKETING,NIE
Zuzanna,Wróbel  ,LO-175200-2010,2010-06-10,3638.2500000000005 ZŁ,LOGISTYKA,Tak
eleonora,szewczyk,IT.368157.2018,2018-10-16,7155.225 zł ,IT,Tak
Zenon,KUCHARSKI,SP/509482/2013,2013/11/11,4206.0 ZŁ,SPRZEDAŻ  ,0
Przemysław,Wysocki,ZA/630750/2010,2010/04/21,80080.0 PLN,ZARZĄD,True
Iwona,,lo/105822/2017,2017-07-23,4564.89 PLN  ,,nie ma
Izabela ,baran,MA/708748/2016  ,2016/06/18,3588.8 pln,MARKETING,nie
Janina,Krawczyk,ks/700217/2015,2015/08/23,7134.6 zł,KSIĘGOWOŚĆ,Tak
Ludwik,Gajewski,KS_898795_2013,2013-04-25 ,6097.2 pln,KSIĘGOWOŚĆ,nie ma 
Roman,WIŚNIEWSKI,KA/275202/2015,2015-12-01,4871.650000000001 ZŁ,,NIE MA
KAZIMIERZ,Piotrowski,SP/965781/2016,2016-03-10,4180.44 pln ,SPRZEDAŻ,true
antoni,JAWORSKI,LO/193351/2010,2010-11-07,4183.650000000001 zł,LOGISTYKA,NIE
Witold ,Zając,SP/465108/2013,2013-03-06,3901.5 ZŁ,SPRZEDAŻ,NIE MA
przemysław,Wieczorek  ,LO/935970/2012,2012/10/07,2856.6000000000004 zł,LOGISTYKA,Nie
Władysława,Nowicka,OC/270246/2015,2015/12/01,3225.6400000000003 ZŁ,OCHRONA,nie ma
Adam,Wójcik,MA/449360/2012,2012-11-26,"5 040,640000000001 pln ",MARKETING,tak
OLGA,Dąbrowska,ma/352405/2018,2018-10-16,5030.880000000001 zł,MARKETING,false
Leon,Kucharski,ka/498430/2016,2016-09-26T00:00:00,"4 274,59 ZŁ",KADRY,Fałsz
ilona  ,DĄBROWSKA ,lo/780676/2016,2016/04/29,"4 614,3 pln",LOGISTYKA ,nie ma  
Weronika,Mazur,ka/307349/2016,2016-04-29T00:00:00,4270.25 złotych,KADRY,nie ma
Alojzy,Zając,LO/222733/2017  ,2017-07-23 ,4879.116000000001 ZŁ,LOGISTYKA,Tak 
Edyta,TOMASZEWSKA,LO_815651_2012,2012-06-29T00:00:00,"3 620,4300000000003 ZŁ",LOGISTYKA,Prawda
Gabriela ,Wójcik,oc/824830/2013,2013-01-15,2826.7800000000007 ZŁ ,OCHRONA,Fałsz
,Piotrowska,KA/750116/2017,2017-01-04,3351.1 PLN,KADRY,0
IWONA,Lewandowska,SP/547742/2013,2013-04-25,3527.1000000000004 złotych,SPRZEDAŻ,nie
Andrzej,Pawłowski,LO.438575.2016,2016/03/10,4452.3 zł,LOGISTYKA,NIE
Ireneusz ,bąk  ,KS_721939_2018,2018/10/16,4758.0 ZŁ,KSIĘGOWOŚĆ,nie ma
Łucja ,Wójcik,KS/578042/2012,2012-06-29,4824.6 złotych,KSIĘGOWOŚĆ,TAK
Eugenia ,Nowak,SP/603474/2017, ,5720.55 ZŁ,SPRZEDAŻ,PRAWDA
romuald ,Urbański,sp/316088/2011,2011-07-15,4966.170000000001 złotych,SPRZEDAŻ,true
STANISŁAW,Kołodziej,CZ/544941/2010,,2629.55 ZŁ,CZYSTOŚĆ,Prawda
Robert,ADAMSKI,sp/660110/2014,2014-12-16T00:00:00,3161.5499999999997 pln,SPRZEDAŻ,Nie
Aniela,Zając,oc/878496/2014,2014-02-19,"3 311,7700000000004 pln",OCHRONA,TAK
Janina,Jasińska,LO_131573_2010,2010-04-21,"4 155,57 złotych",LOGISTYKA ,FAŁSZ
,Kaczmarek,sp/417457/2014,2014/09/07,4775.25 ZŁ,SPRZEDAŻ,nie ma
Dorota,michalak,KA/183096/2012,2012/11/26,"5 048,195000000001 zł",,nie
Piotr,Marciniak,KS-498556-2018,2018-07-08,6750.700000000001 zł,KSIĘGOWOŚĆ,True
MARIAN,Urbański,MA-622927-2013,2013-11-11,5896.704000000001 ZŁ,MARKETING,tak
Grzegorz,Krawczyk,ks/150987/2015,2015-02-04T00:00:00,"4 721,42 PLN",KSIĘGOWOŚĆ,ma
Wioletta,Wojciechowska,ks/174762/2013,2013/12/31,6096.0 pln,KSIĘGOWOŚĆ,nie
Włodzimierz,ADAMSKI,CZ/836070/2013,2013-01-15T00:00:00,2568.9 PLN,CZYSTOŚĆ,
Ireneusz,Zawadzki,sp/288110/2016,2016-09-26,4811.4 zł,SPRZEDAŻ,FAŁSZ
Feliks,Wójcik,ks/798877/2016  ,2016-06-18T00:00:00,6053.52 zł,KSIĘGOWOŚĆ,MA
Przemysław,Szulc,IT/165233/2014,2014-12-16T00:00:00,7388.150000000001 złotych,IT,1
Zygmunt,nowakowski,IT/281624/2010 ,2010-11-07,8602.5 PLN,IT,NIE
eugenia  ,Grabowska ,sp/325042/2015,2015-10-12,4901.655 PLN,SPRZEDAŻ,TAK
Urszula,Jabłońska,ks/883639/2012,2012-11-26T00:00:00,5050.0 zł,KSIĘGOWOŚĆ,Fałsz 
Marzena,Krawczyk,CZ/823718/2018,2018-05-19,2336.51 zł,CZYSTOŚĆ,MA
Tomasz,Gajewski,KA/639006/2013    ,2013-06-14,3583.569000000001 pln,KADRY,ma
karol,Zakrzewski,MA.582340.2012  ,2012-05-10T00:00:00,4907.232 pln,MARKETING,Tak
Józef,Krawczyk,sp/693267/2016,2016-08-07,4876.5 ZŁ,SPRZEDAŻ,FAŁSZ
Henryka  ,Kowalska,it/981175/2017,2017-02-23,"8 279,25 ZŁ",IT,Fałsz
Jolanta,Kamińska,sp/871657/2011,2011/02/15 ,"4 911,0 złotych",SPRZEDAŻ  ,False
Dariusz,dudek,LO/662513/2016,2016-03-10,4324.59 pln,LOGISTYKA,NIE
bogumiła,Rutkowska,KA/237633/2009   ,2009/08/14  ,5575.35 zł,KADRY,True
Paweł,Makowski,SP_176317_2010,2010-01-11T00:00:00,5731.605 złotych,SPRZEDAŻ,ma
Marianna,Zielińska,cz/649256/2014,,2580.0 PLN,CZYSTOŚĆ,false
Mariola,Baran,LO-652175-2017,2017-12-20,3037.5 ZŁ,LOGISTYKA,0
,Kołodziej,sp/988513/2010,2010-12-27T00:00:00,4988.85 ZŁ,SPRZEDAŻ,0  
Henryka,Ostrowska,IT-760975-2016,2016-06-18T00:00:00,8075.0 pln,IT,false
Grażyna,,KS-497353-2009,2009-11-22T00:00:00,5474.8 ZŁ,KSIĘGOWOŚĆ,FAŁSZ
Bogumiła,Pietrzak,KA/157723/2009,2009-08-14T00:00:00,3786.805 zł,KADRY,false 
adam  ,Michalak,ma/760240/2012,2012-11-26,4396.64 pln,MARKETING ,Fałsz
Dorota,KRAWCZYK,SP/706169/2018,2018/03/30,"3 394,5 pln",SPRZEDAŻ,False
Lucjan,Piotrowski,SP/408055/2010 ,2010-07-30T00:00:00,5481.3 zł,SPRZEDAŻ    ,MA
Barbara,Nowak,OC/890317/2010,2010-12-27T00:00:00,2558.6000000000004 ZŁ,OCHRONA,0 
Tadeusz,Jakubowski,CZ/820275/2016,2016-08-07,3678.7300000000005 zł ,CZYSTOŚĆ,Tak
ALDONA,Dudek,OC/261517/2016,2016-04-29T00:00:00,2637.8 złotych,OCHRONA,nie ma
  ,Kwiatkowska,SP/592868/2016 ,2016-01-20T00:00:00,3676.6499999999996 złotych,SPRZEDAŻ,NIE MA
ZOFIA,Nowak,MA-384386-2012,2012/05/10,3611.6800000000003 PLN,MARKETING,0
Zofia,dąbrowska,CZ/167216/2014,2014-09-07T00:00:00,3696.0000000000005 złotych  ,CZYSTOŚĆ,tak
józef,Kołodziej,IT/891242/2015,2015-02-04,6700.25 pln,IT,Nie
Marta,WRÓBEL,SP/449904/2015,2015-05-15,4110.81 ZŁ,SPRZEDAŻ,MA
Arkadiusz,Jaworski,lo/249295/2013,2013-04-25T00:00:00,"4 766,85 złotych",LOGISTYKA,1
Bogumiła,Adamczyk,KA/179596/2011,2011-12-12,4993.945000000001 zł,KADRY,PRAWDA
Jacek,WIECZOREK,KA/448388/2010 ,2010/01/11,3326.3 złotych,KADRY,NIE MA
Władysław,Lis,KA/769017/2018,,"3 729,3 ZŁ",KADRY,0
HELENA,Pawlak,ks/544653/2012,2012-11-26,7268.8 PLN,KSIĘGOWOŚĆ,1
ROMUALD,Wiśniewski,SP/614295/2013,2013-01-15,4206.0 PLN,SPRZEDAŻ,false
Sylwester,Duda,KS.759485.2018,2018-07-08,4908.0 PLN,KSIĘGOWOŚĆ,NIE MA
Zdzisława,PAWLAK,LO/756310/2017 ,2017/01/04,3936.7350000000006 pln,LOGISTYKA,PRAWDA
Paweł,jaworski,KS-797955-2015,2015/08/23,6105.000000000001 ZŁ,KSIĘGOWOŚĆ,MA
Teresa,PIOTROWSKA,lo/258549/2010,2010-04-21,3982.621500000001 PLN,LOGISTYKA,True
Jadwiga ,woźniak,MA/530237/2018,2018-05-19,3860.8 ZŁ,MARKETING,nie ma
Bernadeta,Król,ka/928498/2017,2017-01-04,4342.635 pln,KADRY,Prawda
romuald ,Wróblewski,SP/903824/2013 ,2013-01-15,"4 893,0 złotych",SPRZEDAŻ,False
Bolesław ,Sadowski,SP/258913/2015,2015/10/12,4785.0 zł,SPRZEDAŻ,0
,Dudek,CZ.425127.2014,2014-05-30T00:00:00,3471.6000000000004 złotych,CZYSTOŚĆ,ma
Stefania,Król,ma/777305/2018,2018/08/27,4866.080000000001 PLN,MARKETING,nie ma
Zygmunt,Szczepański,ks/867440/2015 ,2015-12-01T00:00:00,6636.0 pln,KSIĘGOWOŚĆ,false
WIKTOR ,Makowski,KS/729749/2018,2018-05-19T00:00:00,"7 055,180000000001 ZŁ",KSIĘGOWOŚĆ,tak
Irena  ,Pawłowska,lo/112656/2013,2013-04-25T00:00:00,4653.18 zł,LOGISTYKA ,0
Zdzisława,Sikora,SP/166433/2013,2013-12-31,4087.5 ZŁ,SPRZEDAŻ,nie
maria ,Kaczmarek,MA/689678/2015,2015-03-26,3421.92 pln ,MARKETING,NIE
Zbigniew,wojciechowski,SP/767001/2012,2012-06-29,5202.450000000001 złotych,SPRZEDAŻ,0
Cecylia,Walczak,SP/337702/2011,2011/10/23,4083.6000000000004 zł,SPRZEDAŻ,False
Marzena,,OC/761810/2009,2009-11-22,3581.6000000000004 pln ,OCHRONA,NIE
Alfreda,Szewczyk,LO/837652/2012,2012-11-26,"4 263,3 złotych",LOGISTYKA,false
Janina,Majewska,cz/911600/2011,2011-07-15T00:00:00,2873.9 złotych ,CZYSTOŚĆ,NIE MA
Bogusława,,KA/938149/2017,2017-12-20,"3 506,1 pln  ",KADRY,0
Sabina,Zielińska,sp/187813/2014,2014/07/19,3707.7000000000003 ZŁ,SPRZEDAŻ  ,0
Jan,Michalski,KA/472181/2011,2011-12-12 ,5127.245 PLN,KADRY,FAŁSZ 
MARTA,król,sp/953195/2010,2010-11-07,"3 705,0 pln",SPRZEDAŻ,FAŁSZ
waldemar,Wróblewski,LO-986708-2017,2017-01-04T00:00:00  ,3298.6305000000007 PLN,LOGISTYKA ,Tak
DARIUSZ,Adamczyk,oc/667573/2013,2013-03-06,3915.6810000000005 zł,OCHRONA,ma
Ilona ,Krawczyk,SP/364804/2013,2013-01-15,3914.7000000000003 złotych,SPRZEDAŻ,nie ma
WACŁAW,Szczepański,SP_323083_2017,2017/12/20,3979.5 ZŁ ,SPRZEDAŻ,NIE MA
Katarzyna,Jabłońska ,ma/279201/2010  ,2010-11-07T00:00:00,5665.440000000001 PLN,MARKETING,True  
Henryk,Lewandowski,KS-768462-2014,2014-09-07,7074.760000000001 złotych,KSIĘGOWOŚĆ,TAK
Danuta,Dudek,ma/543943/2014  ,2014-02-19,4664.880000000001 PLN,MARKETING,tak
KAZIMIERA,Stępień,MA/277067/2013,,3817.4400000000005 zł,MARKETING,ma
Barbara,Walczak,cz/770592/2014,  ,2866.0 pln,CZYSTOŚĆ,false
Bogusław,Kowalczyk,MA/413700/2018,2018/05/19,4239.84 ZŁ,MARKETING,ma
mariusz ,Szymański,OC/936081/2011,2011/05/26,2943.6000000000004 złotych,OCHRONA,Fałsz
Anna,Woźniak,OC/722742/2014,2014-07-19T00:00:00,2920.9400000000005 złotych,OCHRONA,PRAWDA
Maciej,Czarnecki,sp/943587/2009,2009/08/14,5515.950000000001 PLN,SPRZEDAŻ   ,1
Kazimierz,Stępień,ma/357087/2018,2018/10/16,4443.2 PLN,MARKETING,0
Tomasz,Pietrzak,lo/230396/2012,2012-05-10 ,4253.040000000001 PLN,LOGISTYKA,true
Adam ,Olszewski,sp/573240/2012,2012-06-29,3617.79 pln,SPRZEDAŻ,tak
Edyta,Krawczyk,lo/838600/2018,2018-02-08,3635.2800000000007 PLN,LOGISTYKA,PRAWDA
Franciszka,Nowicka,MA/475096/2017,2017-06-03T00:00:00,"4 779,2 pln",MARKETING,Nie
Tadeusz,Maciejewski,SP/933726/2013 ,2013-12-31,4351.200000000001 złotych,SPRZEDAŻ,nie ma
Maciej,Rutkowski,SP/973039/2015,2015-07-04T00:00:00,4903.200000000001 zł,SPRZEDAŻ,false 
michał,Wieczorek,ma/886899/2016,2016-01-20,4272.0 PLN,MARKETING,NIE
BERNADETA,Mazur ,SP/146805/2017 ,2017-02-23T00:00:00,5174.1 PLN,SPRZEDAŻ,NIE MA
Urszula ,Pawlak,MA_430024_2016,2016-09-26,4360.0 ZŁ,MARKETING,False
HALINA,Jabłońska,MA/103962/2009,2009/10/03,4004.352 PLN,MARKETING,Prawda
WIOLETTA,Wieczorek    ,ks/234193/2014,2014-12-16,4884.880000000001 pln,KSIĘGOWOŚĆ,tak
MAGDALENA,zając,KA/643891/2016,2016-06-18,5058.735000000001 pln,KADRY,tak
Władysław,WALCZAK,KA/453742/2017,2017-06-03,4510.5 złotych,KADRY,Nie
Marzena,MAZUR,LO_835628_2012,2012-03-21 ,3461.4 PLN,LOGISTYKA,NIE MA
Eugenia,Jankowska,LO_495178_2009,2009/06/25,5128.744500000001 pln,LOGISTYKA,Prawda
Karol,Mazur,ma/721469/2011,2011-09-03T00:00:00,4788.8 PLN,MARKETING,nie
IRENA,Wróblewska,MA/641616/2010,2010-06-10,"5 814,688000000001 pln",MARKETING,true
Dorota,Nowakowska,KA/445872/2010,2010-03-02,"4 064,1 ZŁ",KADRY,Nie
Teresa,,MA/625913/2017,2017-10-31,5676.000000000001 złotych,MARKETING,tak
Aniela,Wojciechowska,ZA/458836/2016,2016-06-18 ,83200.0 złotych,ZARZĄD,nie ma
Jan,Stępień,KS.572500.2014,2014-04-10,6676.0 złotych,KSIĘGOWOŚĆ,Fałsz 
Bolesław,Jaworski,lo/702057/2018,2018/05/19,4446.900000000001 pln,LOGISTYKA,nie ma
Bogumiła,Nowak,LO.135266.2013,,4037.8500000000004 pln,LOGISTYKA,nie ma  
ALFRED,Sadowski,ka/545143/2016,2016-06-18,5880.545 ZŁ,KADRY  ,PRAWDA
Bernard,Olszewski,MA/120662/2011,2011-09-03,3363.52 ZŁ,MARKETING,0
Ludwika,Michalska,MA/483233/2018,2018-10-16 ,5864.3200000000015 pln ,MARKETING  ,Prawda
Kazimiera ,NOWAKOWSKA,sp/415737/2013,2013-11-11,5043.15 ZŁ,SPRZEDAŻ,nie 
JOANNA,Malinowska,SP/731283/2009,2009/06/25,4833.9 PLN,SPRZEDAŻ  ,NIE
JULIAN,Michalak,KS/555666/2009,2009/06/25  ,"5 881,0 pln",KSIĘGOWOŚĆ,0
,Grabowski,lo/883845/2016,2016-06-18,4726.458000000001 PLN,LOGISTYKA,Tak
Kazimierz,Pawłowski,SP/132393/2010,2010-04-21,4917.0 ZŁ,SPRZEDAŻ,NIE MA
Jan,Maciejewski,ma/496898/2009,2009-06-25,4451.5199999999995 zł,MARKETING,FAŁSZ
Regina,Olszewska,MA/910558/2013,2013-12-31,"6 106,848000000001 zł",MARKETING,1
Piotr,kucharski ,SP/945152/2011,2011-04-06,4399.200000000001 złotych,SPRZEDAŻ,FAŁSZ
Aleksandra,Adamczyk,sp/644262/2012,2012-06-29,3795.0 złotych,SPRZEDAŻ,Fałsz
Julian,Majewski,sp/210953/2014,2014/07/19 ,4068.7350000000006 ZŁ,SPRZEDAŻ,tak
Antoni,Wojciechowski,ma/693673/2018,2018-05-19T00:00:00,"5 014,400000000001 ZŁ",MARKETING,0
AGNIESZKA,Wróblewska,KS.339973.2015,2015-10-12,6959.700000000001 zł  ,KSIĘGOWOŚĆ,ma
HELENA ,Wróbel,KA/176716/2010 ,2010-11-07T00:00:00,4764.7 ZŁ,KADRY,false
Ludwik,,sp/764068/2011,2011-09-03,"3 835,755 pln",SPRZEDAŻ,true
włodzimierz,Borkowski,CZ_256393_2012,2012/08/18,3712.5000000000005 PLN,CZYSTOŚĆ,PRAWDA
beata,Walczak,lo/418773/2010,,4085.6400000000003 pln,LOGISTYKA,NIE MA
Zbigniew,Kaźmierczak,KS/857052/2014,2014-07-19T00:00:00,6366.0 ZŁ,KSIĘGOWOŚĆ,false
Ryszard,Szymański,KA.959262.2009,2009-08-14T00:00:00,4031.55 zł,KADRY,Nie 
Mariusz,Wróbel,KA/732942/2017  ,2017-02-23,5369.2 ZŁ,KADRY,FAŁSZ
Katarzyna,witkowska,CZ/464737/2013,2013-01-15,3162.0 zł,CZYSTOŚĆ,nie ma
Kazimiera,Jabłońska ,ks/301426/2015,2015-07-04,5738.260000000001 zł,KSIĘGOWOŚĆ,
Wojciech,Sikora,CZ/856124/2017,2017-04-14,3173.0 złotych,CZYSTOŚĆ,False
Ludwika,Wojciechowska,oc/978602/2015,2015-03-26 ,3182.3 zł,OCHRONA,nie ma
Bernadeta,Michalska,MA-532998-2012,,6099.104000000001 złotych,MARKETING,ma
Marta,Pawlak,it/396857/2013,2013-11-11,7848.500000000001 pln ,IT,PRAWDA 
Gabriela,Wójcik ,MA_966157_2010,2010-12-27,5396.160000000001 złotych,MARKETING,tak
Arkadiusz   ,Kamiński,CZ/214802/2014,2014/05/30  ,2289.0 zł,,0
Alina,Zielińska,OC/430391/2012,2012-03-21,4156.350000000001 złotych,OCHRONA,TAK
Sabina,Jabłońska,sp/899001/2013,2013-06-14,4606.5 złotych,SPRZEDAŻ  ,FAŁSZ
Marek,Duda,oc/635570/2017,2017-02-23T00:00:00,2908.7300000000005 PLN  ,OCHRONA,FAŁSZ
Ryszard,Woźniak,sp/748653/2014,2014-09-07,"5 134,635000000001 PLN",SPRZEDAŻ,PRAWDA
Henryk,kołodziej ,KA/598694/2015,2015/10/12,4465.55 PLN,KADRY,Nie
PIOTR,Nowak,KA/302920/2009,2009-06-25T00:00:00,3262.75 pln,KADRY,false
Ludwik,Zalewski,KA_336403_2017,2017-09-11,"4 655,58 pln",KADRY,0
Wiktor,MAJEWSKI,sp/990089/2016,2016-01-20,4618.799999999999 złotych,SPRZEDAŻ,nie 
Andrzej,Szymański,LO/181872/2018,2018-08-27T00:00:00,3282.795 zł   ,LOGISTYKA,Fałsz
Eugeniusz,Zawadzki,SP/950427/2011,2011-07-15,4410.9 pln,SPRZEDAŻ,FAŁSZ
ludwik,Wilk  ,LO/828310/2010,2010-04-21T00:00:00,3999.1050000000005 złotych,LOGISTYKA,True
Róża,jaworska,KA/696462/2015,2015-03-26,"5 234,35 pln",KADRY,
